step_id,step_correct_ratio,step_discussions_count,step_has_submissions_restrictions,step_is_solutions_unlocked,lesson_id,step_max_submissions_count,step_passed_by,step_position,step_solutions_unlocked_attempts,step_variation,step_variations_count,step_viewed_by,step_worth,step_actions.submit_#,step_block.name,step_block.options.code_templates_header_lines_count.r,step_block.options.execution_memory_limit,step_block.options.execution_time_limit,step_block.options.is_multiple_choice,step_block.options.is_run_user_code_allowed,step_block.options.limits.r.memory,step_block.options.limits.r.time,step_block.video.duration,assignment_id,unit_id,unit_position,section_id,section_position,section_title,lesson_abuse_count,lesson_discussions_count,lesson_epic_count,lesson_passed_by,lesson_time_to_complete,lesson_title,lesson_viewed_by,lesson_vote_delta
34041,0.544026653974298,11,False,False,12087,3,2225,6,3,1,1,2595,1,1,code,1.0,256.0,5.0,,True,256.0,5.0,,19854,2740,3,366,3,Статистика в R. Часть 2,6,40,55,2225,1373,Множественная линейная регрессия. Отбор моделей,3360,49
30462,,1,False,False,11510,3,3322,1,3,1,1,3322,0,0,text,,,,,,,,,17390,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33939,,1,False,False,11510,3,2819,2,3,1,1,2819,0,0,video,,,,,,,,45.0,19733,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33913,,0,False,False,11510,3,2740,3,3,1,1,2740,0,0,video,,,,,,,,78.0,19706,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33914,,1,False,False,11510,3,2689,4,3,1,1,2689,0,0,video,,,,,,,,50.0,19708,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33915,,5,False,False,11510,3,2684,5,3,1,1,2684,0,0,video,,,,,,,,84.0,19711,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33731,0.39490763854218675,3,False,False,11510,3,2364,6,3,1,1,2698,1,1,choice,,,,True,,,,,19555,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33732,0.43412698412698414,22,False,False,11510,3,2118,7,3,1,1,2666,1,1,code,0.0,256.0,5.0,,True,256.0,5.0,,19556,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33733,,7,False,False,11510,3,2568,8,3,1,1,2568,0,0,text,,,,,,,,,19558,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33734,0.5073915116833572,36,False,False,11510,3,2039,9,3,1,1,2613,1,1,code,1.0,256.0,5.0,,True,256.0,5.0,,19561,2533,4,366,3,Статистика в R. Часть 2,9,76,51,2039,2344, Диагностика модели,3322,42
33985,,1,False,False,12088,3,3142,1,3,1,1,3142,0,0,text,,,,,,,,,19809,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33990,,6,False,False,12088,3,2684,2,3,1,1,2684,0,0,video,,,,,,,,339.0,19810,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33988,,5,False,False,12088,3,2541,3,3,1,1,2541,0,0,video,,,,,,,,126.0,19811,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33989,,7,False,False,12088,3,2541,4,3,1,1,2541,0,0,video,,,,,,,,77.0,19812,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33998,0.614157238178126,14,False,False,12088,3,2107,5,3,1,1,2549,1,1,number,,,,,,,,,19822,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33991,,4,False,False,12088,3,2529,6,3,1,1,2529,0,0,video,,,,,,,,80.0,19814,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33992,0.3862822687017147,28,False,False,12088,3,1994,7,3,1,1,2511,1,1,code,1.0,256.0,5.0,,True,256.0,5.0,,19815,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33994,0.3609467455621302,46,False,False,12088,3,1675,8,3,1,1,2503,1,1,code,0.0,256.0,5.0,,True,256.0,5.0,,19816,2739,5,366,3,Статистика в R. Часть 2,25,111,57,1675,5373, Диагностика модели. Продолжение,3142,32
33894,,2,False,False,10226,3,3876,1,3,1,1,3876,0,0,text,,,,,,,,,19680,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33891,,3,False,False,10226,3,3039,2,3,1,1,3039,0,0,video,,,,,,,,335.0,19682,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33893,,6,False,False,10226,3,2803,3,3,1,1,2803,0,0,video,,,,,,,,480.0,19684,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33892,,4,False,False,10226,3,2707,4,3,1,1,2707,0,0,video,,,,,,,,290.0,19686,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33874,0.6065666572318144,6,False,False,10226,3,2115,5,3,1,1,2704,1,1,code,2.0,256.0,5.0,,True,256.0,5.0,,19662,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33890,0.6075174825174825,5,False,False,10226,3,2057,6,3,1,1,2580,1,1,code,1.0,256.0,5.0,,True,256.0,5.0,,19679,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33895,,10,False,False,10226,3,2609,7,3,1,1,2609,0,0,video,,,,,,,,680.0,19688,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33906,,4,False,False,10226,3,2504,8,3,1,1,2504,0,0,video,,,,,,,,200.0,19705,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
33669,0.3379839553540286,30,False,False,10226,3,1902,9,3,1,1,2616,1,1,number,,,,,,,,,19463,2535,6,366,3,Статистика в R. Часть 2,2,69,116,1902,4858,Логистическая регрессия,3876,114
30465,,2,False,False,11511,3,3149,1,3,1,1,3149,0,0,text,,,,,,,,,17393,2534,7,366,3,Статистика в R. Часть 2,0,8,34,2609,263, Экспорт результатов анализа из R,3149,34
33902,,6,False,False,11511,3,2609,2,3,1,1,2609,0,0,video,,,,,,,,254.0,19703,2534,7,366,3,Статистика в R. Часть 2,0,8,34,2609,263, Экспорт результатов анализа из R,3149,34
34009,,66,False,False,12091,3,3123,1,3,1,1,3123,0,0,video,,,,,,,,20.0,19830,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
109765,,2,False,False,12091,3,1980,2,3,1,1,1980,0,0,text,,,,,,,,,64729,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
34049,,17,False,False,12091,3,2389,3,3,1,1,2389,0,0,text,,,,,,,,,19855,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
34050,,14,False,False,12091,3,2370,4,3,1,1,2370,0,0,text,,,,,,,,,19856,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
34051,,27,False,False,12091,3,2307,5,3,1,1,2307,0,0,text,,,,,,,,,19857,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
34052,,9,False,False,12091,3,2305,6,3,1,1,2305,0,0,text,,,,,,,,,19858,2741,8,366,3,Статистика в R. Часть 2,0,135,116,1980,72,Заключение,3123,116
